Bitstamp-Bid,Bitstamp-Ask,Binance-bid,Binance-ask,bit->bin,bin->bit,P/L1,P/L2,Good1,Good2
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.00007539,0.0000754,-0.318344608,-0.159151194,-31.8344608,-15.91511936,FALSE,FALSE
0.00007528,0.00007563,0.0000754,0.00007543,-0.305039788,-0.19885987,-30.50397878,-19.88598701,FALSE,FALSE
0.00007528,0.00007561,0.0000754,0.00007543,-0.278514589,-0.19885987,-27.85145889,-19.88598701,FALSE,FALSE
0.00007528,0.00007561,0.0000754,0.00007543,-0.278514589,-0.19885987,-27.85145889,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.00007542,0.00007543,-0.265181649,-0.19885987,-26.51816494,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007528,0.00007562,0.0000754,0.00007543,-0.291777188,-0.19885987,-29.17771883,-19.88598701,FALSE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007506,0.00007507,0.00007539,0.00007542,0.424459477,-0.477326969,42.44594774,-47.7326969,TRUE,FALSE
0.00007509,0.00007559,0.00007538,0.00007542,-0.278588485,-0.437549722,-27.8588485,-43.75497216,FALSE,FALSE
0.00007509,0.00007559,0.00007538,0.00007542,-0.278588485,-0.437549722,-27.8588485,-43.75497216,FALSE,FALSE
0.0000751,0.00007556,0.00007538,0.00007542,-0.23879013,-0.424290639,-23.879013,-42.42906391,FALSE,FALSE
0.0000751,0.00007556,0.00007538,0.00007542,-0.23879013,-0.424290639,-23.879013,-42.42906391,FALSE,FALSE
0.00007512,0.00007556,0.00007538,0.00007542,-0.23879013,-0.397772474,-23.879013,-39.77724741,FALSE,FALSE
0.00007512,0.00007556,0.00007538,0.00007542,-0.23879013,-0.397772474,-23.879013,-39.77724741,FALSE,FALSE
0.00007512,0.00007556,0.0000754,0.00007542,-0.212201592,-0.397772474,-21.22015915,-39.77724741,FALSE,FALSE
0.00007513,0.00007554,0.0000754,0.00007542,-0.185676393,-0.384513392,-18.56763926,-38.45133917,FALSE,FALSE
0.00007513,0.00007554,0.0000754,0.00007542,-0.185676393,-0.384513392,-18.56763926,-38.45133917,FALSE,FALSE
0.00007513,0.00007555,0.0000754,0.00007542,-0.198938992,-0.384513392,-19.8938992,-38.45133917,FALSE,FALSE
0.00007513,0.00007555,0.0000754,0.00007542,-0.198938992,-0.384513392,-19.8938992,-38.45133917,FALSE,FALSE
0.00007514,0.00007555,0.0000754,0.00007542,-0.198938992,-0.371254309,-19.8938992,-37.12543092,FALSE,FALSE
0.00007514,0.00007555,0.0000754,0.00007541,-0.198938992,-0.3580427,-19.8938992,-35.80426999,FALSE,FALSE
0.00007514,0.00007554,0.0000754,0.00007541,-0.185676393,-0.3580427,-18.56763926,-35.80426999,FALSE,FALSE
0.00007514,0.00007554,0.00007541,0.00007542,-0.17239093,-0.371254309,-17.23909296,-37.12543092,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007553,0.00007541,0.00007542,-0.159130089,-0.357995227,-15.91300888,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007552,0.00007541,0.00007542,-0.145869248,-0.357995227,-14.58692481,-35.79952267,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.00007541,0.00007543,-0.132608407,-0.371205091,-13.26084074,-37.12050908,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007515,0.00007551,0.0000754,0.00007541,-0.145888594,-0.344781859,-14.58885942,-34.47818592,FALSE,FALSE
0.00007516,0.00007551,0.0000754,0.00007541,-0.145888594,-0.331521018,-14.58885942,-33.15210184,FALSE,FALSE
0.00007516,0.00007551,0.0000754,0.00007541,-0.145888594,-0.331521018,-14.58885942,-33.15210184,FALSE,FALSE
0.00007517,0.0000755,0.0000754,0.00007541,-0.132625995,-0.318260178,-13.26259947,-31.82601777,FALSE,FALSE
0.00007562,0.00007586,0.00007591,0.00007592,0.065867475,-0.395152792,6.586747464,-39.51527924,TRUE,FALSE
